Change,Description,MultipleCompulsory,Department,Number,Grade,Class,Name,Url,Credit,YearSemester,CompulsoryElective,Restrict,Select,Selected,Remaining,Teacher,Room,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Context
,,,教人全英碩,IGPE523,0,,解題研究,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IGPE523&Crsname=解題研究,3,期,選,20,0,1,19,梁淑坤,社SS 2002-1,,,,678,,,,《講授類》 ※英語授課
,,,教人全英碩,IGPE526,0,,調查法研究,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IGPE526&Crsname=調查法研究,3,期,選,20,0,1,19,林靜慧,社SS 2004-3,,,,567,,,,《講授類》 ※英語授課
異動,更換教室9/22,,教人全英碩,IGPE543,0,,語言、文化及創造力研究,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IGPE543&Crsname=語言、文化及創造力研究,3,期,選,20,0,6,14,紀博善,社SS 1004,,234,,,,,,《講授類》 ※英語授課
異動,更換教室9/7,,教人全英碩,IGPE545,0,,科技融入學習環境研究,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IGPE545&Crsname=科技融入學習環境研究,3,期,選,30,1,3,27,張宇慧,社SS 2004-3,,CDE,,,,,,《講授類》 ※英語授課
異動,確認教師8/17,,教人全英碩,IGPE546,0,,亞洲政治經濟與教育,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IGPE546&Crsname=亞洲政治經濟與教育,3,期,選,50,0,1,49,方志��,社SS 2004-3,,,,,678,,,《講授類》 ※英語授課
,,,社會創新所,ISI506,0,,階級文化與教育,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ISI506&Crsname=階級文化與教育,3,期,選,30,0,8,22,王啟仲,西SW 1003,678,,,,,,,《講授類》
,,,社會創新所,ISI507,0,,文化創新理論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ISI507&Crsname=文化創新理論,3,期,選,30,0,11,19,楊士奇,西SW 1003,,678,,,,,,《講授類》 地方敘事與創生學程地方敘事與文化設計微學程
,,,社會創新所,ISI521,1,,創造力與團隊發展,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ISI521&Crsname=創造力與團隊發展,3,期,必,30,0,14,16,游銘仁,西SW 1004,,,,,678,,,《講授類》 非營利事業及社會創新微學程
,,,社會創新所,ISI522,1,,全球與在地永續發展議題探討,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ISI522&Crsname=全球與在地永續發展議題探討,3,期,必,30,0,16,14,"洪世謙,張楊家豪",西SW 1004,,,,,234,,,《講授類》 地方創生與區域治理微學程地方創生與永續發展整合學程STREAM永續發展培力微學程公民參與微學程
,,,社會創新所,ISI621,2,,論文（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ISI621&Crsname=論文（一）,3,期,必,30,0,11,19,"洪世謙,游銘仁,楊士奇",西SW 1004,,,,234,,,,《研討類》
,,,生醫碩,IBMS501,1,,創意生物醫學研究方法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS501&Crsname=創意生物醫學研究方法,2,期,必,20,0,14,6,"鄭光宏,張玉泉,張榮賢,許晉銓,黃弘文,薛佑玲",國IR 5001,34,,,,,,,《講授類》
,,,生醫碩,IBMS502,0,,蛋白質及核酸化學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS502&Crsname=蛋白質及核酸化學,3,期,選,20,0,6,14,張榮賢,國IR 5001,,,234,,,,,《講授類》
,,,生醫碩,IBMS503,0,,細胞生物學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS503&Crsname=細胞生物學,3,期,選,20,0,12,8,許晉銓,國IR 5001,,,,234,,,,《講授類》
,,,生醫碩,IBMS508,0,,幹細胞生物學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS508&Crsname=幹細胞生物學,3,期,選,20,0,15,5,鄭光宏,國IR 5001,,234,,,,,,《講授類》 ※英語授課
,,,生醫碩,IBMS509,1,,書報討論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS509&Crsname=書報討論（一）,1,期,必,20,0,12,8,"張榮賢,鄭光宏",國IR 5001,6,,,,,,,《講授類》
,,,生醫碩,IBMS510,2,,書報討論（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS510&Crsname=書報討論（三）,1,期,必,20,0,9,11,"薛佑玲,黃弘文",國IR 5004,6,,,,,,,《講授類》
,,,生醫碩,IBMS511,0,,巨分子生物學專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS511&Crsname=巨分子生物學專題研究（一）,3,期,選,20,0,2,18,張榮賢,國IR 5001,,,,,678,,,《獨立研究》
異動,更換時間及教室8/12,,生醫碩,IBMS512,0,,抗癌藥物研發專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS512&Crsname=抗癌藥物研發專題研究（一）,3,期,選,20,0,1,19,許晉銓,國IR 5004,,567,,,,,,《獨立研究》
,,,生醫碩,IBMS514,0,,序列分析資訊開採專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS514&Crsname=序列分析資訊開採專題研究（一）,3,期,選,20,0,3,17,薛佑玲,國IR 5004,,234,,,,,,《獨立研究》
,,,生醫碩,IBMS515,0,,癌症專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS515&Crsname=癌症專題研究（一）,3,期,選,20,0,1,19,張玉泉,國IR 5005,789,,,,,,,《獨立研究》
,,,生醫碩,IBMS517,0,,癌症幹細胞生物學專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS517&Crsname=癌症幹細胞生物學專題研究（一）,3,期,選,20,0,2,18,鄭光宏,國IR 5005,,,,,234,,,《獨立研究》
,,,生醫碩,IBMS526,0,,酵素學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS526&Crsname=酵素學,2,期,選,20,0,1,19,張榮賢,國IR 5004,,,,34,,,,《講授類》
,,,生醫碩,IBMS537,0,,論文寫作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS537&Crsname=論文寫作,2,期,選,20,0,3,17,張榮賢,國IR 5001,,,,,34,,,《講授類》
,,,生醫碩,IBMS628,0,,細胞遷移與疾病,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBMS628&Crsname=細胞遷移與疾病,3,期,選,20,0,2,18,張玉泉,國IR 5004,,,,,234,,,《講授類》
,,,醫科碩,IMST501,1,,書報討論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST501&Crsname=書報討論（一）,1,期,必,50,0,12,38,廖子嫻,國IR 5002,,,B,,,,,《研討類》
,,,醫科碩,IMST518,0,,生物資訊學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST518&Crsname=生物資訊學,3,期,選,50,0,6,44,陳志杰,國IR 1006-1,234,,,,,,,《講授類》
,,,醫科碩,IMST520,0,,科技輔具創新與應用,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST520&Crsname=科技輔具創新與應用,3,期,選,50,0,2,48,莊承鑫,國IR 5002,567,,,,,,,《講授類》
,,,醫科碩,IMST522,0,,奈米材料專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST522&Crsname=奈米材料專題研究（一）,3,期,選,50,0,3,47,廖子嫻,國IR 5003,CDE,,,,,,,《獨立研究》
,,,醫科碩,IMST526,0,,計算生物專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST526&Crsname=計算生物專題研究（一）,3,期,選,50,0,2,48,陳志杰,國IR 1006-1,,,,CDE,,,,《獨立研究》
,,,醫科碩,IMST534,0,,生醫訊號處理,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST534&Crsname=生醫訊號處理,3,期,選,50,0,4,46,林遠彬,國IR 1006-1,,567,,,,,,《講授類》
,,,醫科碩,IMST535,0,,神經人因工程專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST535&Crsname=神經人因工程專題研究（一）,3,期,選,50,0,4,46,林遠彬,國IR 5002,,89C,,,,,,《獨立研究》
,,*,醫科碩,IMST538,1,,腦機介面理論及實務,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST538&Crsname=腦機介面理論及實務,3,期,必,50,0,12,38,林遠彬,國IR 5003,,,,,567,,,《講授類》 ※英語授課
,,,醫科碩,IMST539,0,,臨床毒理學專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST539&Crsname=臨床毒理學專題研究（一）,3,期,選,50,0,1,49,李啟偉,國IR 1006-1,,,,,CDE,,,《獨立研究》
,,,醫科碩,IMST541,0,,化工材料,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST541&Crsname=化工材料,3,期,選,50,0,6,44,陳玟帆,國IR 5003,567,,,,,,,《講授類》 ※英語授課
,,*,醫科碩,IMST543,1,,病理學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST543&Crsname=病理學,3,期,必,50,0,33,17,李啟偉,國IR 5002,,,,,567,,,《講授類》 ※英語授課
,,,醫科碩,IMST551,0,,3D列印應用實作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST551&Crsname=3D列印應用實作,3,期,選,50,0,4,46,陳玟帆,國IR 5002,,567,,,,,,《講授類》
,,,醫科碩,IMST555,0,,多功能材料專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST555&Crsname=多功能材料專題研究（一）,3,期,選,50,0,4,46,陳玟帆,國IR 1006-1,CDE,,,,,,,《獨立研究》
,,,醫科碩,IMST557,0,,生物物理專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST557&Crsname=生物物理專題研究（一）,3,期,選,50,0,2,48,范秀芳,國IR 5003,,,CDE,,,,,《獨立研究》
,,,醫科碩,IMST564,0,,儀器分析於生物化學上之應用,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST564&Crsname=儀器分析於生物化學上之應用,3,期,選,50,0,4,46,范秀芳,理CH 3002,,,,234,,,,《講授類》
,,,醫科碩,IMST573,0,,微奈米感測專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST573&Crsname=微奈米感測專題研究（一）,3,期,選,50,0,10,40,莊承鑫,國IR 5003,,CDE,,,,,,《講授類》
,,,醫科碩,IMST576,0,,高齡心血管疾病特論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST576&Crsname=高齡心血管疾病特論,2,期,選,50,0,2,48,王怡誠,國IR 1006-1,,CD,,,,,,《講授類》
,,,醫科碩,IMST582,0,,高齡心理健康,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST582&Crsname=高齡心理健康,2,期,選,50,0,10,40,"張震霖,王建權",國IR 1006-1,,,DE,,,,,《講授類》
,,,醫科碩,IMST601,2,,書報討論（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST601&Crsname=書報討論（三）,1,期,必,50,0,9,41,廖子嫻,國IR 5002,,,5,,,,,《研討類》
,,,醫科碩,IMST604,0,,結構生物學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST604&Crsname=結構生物學,3,期,選,50,0,2,48,陳志杰,國IR 1006-1,,,,234,,,,《講授類》
,,,醫科碩,IMST605,1,,智慧長照書報討論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST605&Crsname=智慧長照書報討論（一）,1,期,必,50,0,9,41,柯朝元,國IR 5003,,,5,,,,,《研討類》
,,,醫科碩,IMST606,1,,智慧長期照護專論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST606&Crsname=智慧長期照護專論,2,期,必,50,0,13,37,"金憲國,鄒綉菊",國IR 5003,,,34,,,,,《講授類》
異動,更正時間8/9,,醫科碩,IMST607,1,,智慧長照實習,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST607&Crsname=智慧長照實習,1,期,必,50,0,8,42,羅貽豪,校外,,,,,,23,,《實習類》
,,,醫科碩,IMST608,1,,長期照護技術特論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST608&Crsname=長期照護技術特論,2,期,必,50,0,9,41,"袁建漢,黃素芬",國IR 5003,,,,78,,,,《講授類》
,,,醫科碩,IMST610,1,,醫用微機電系統,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST610&Crsname=醫用微機電系統,3,期,必,50,0,6,44,莊承鑫,國IR 5003,,234,,,,,,《講授類》
,,,醫科碩,IMST611,0,,高齡AI睡眠及聽損,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IMST611&Crsname=高齡AI睡眠及聽損,2,期,選,50,0,3,47,曾崇智,國IR 5003,,,,34,,,,《講授類》
異動,更換教師8/16,,生技醫藥碩,IBPS501,1,,書報討論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS501&Crsname=書報討論（一）,1,期,必,50,0,9,41,余靈珊,國IR 5005,,,,6,,,,《講授類》
,,,生技醫藥碩,IBPS503,1,,生技醫藥智財與法規,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS503&Crsname=生技醫藥智財與法規,2,期,必,50,0,11,39,溫志宏,國IR 5002,,,,,34,,,《講授類》
異動,更換授課方式8/10,,生技醫藥碩,IBPS506,0,,分子藥物設計及合成,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS506&Crsname=分子藥物設計及合成,2,期,選,50,0,6,44,黃建智,國IR 5005,,,67,,,,,《講授類》 ※英語授課
,,,生技醫藥碩,IBPS518,0,,醫藥研究動物模式與技術,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS518&Crsname=醫藥研究動物模式與技術,2,期,選,50,0,6,44,孫羽佑,國IR 5005,,,,34,,,,《講授類》
,,,生技醫藥碩,IBPS521,0,,癌症細胞自噬專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS521&Crsname=癌症細胞自噬專題研究（一）,3,期,選,50,0,6,44,徐志文,國IR 5004,234,,,,,,,《獨立研究》
,,,生技醫藥碩,IBPS523,0,,生醫晶片專題研究(一),https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS523&Crsname=生醫晶片專題研究(一),3,期,選,50,0,4,46,余靈珊,國IR 5002,234,,,,,,,《獨立研究》
,,,生技醫藥碩,IBPS525,0,,腫瘤分子生物學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS525&Crsname=腫瘤分子生物學,3,期,選,50,0,3,47,徐志文,國IR 5005,,,,,567,,,《講授類》 ※英語授課
,,,生技醫藥碩,IBPS527,0,,生物資訊學及其應用,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS527&Crsname=生物資訊學及其應用,3,期,選,50,0,7,43,余靈珊,國IR 5005,,234,,,,,,《講授類》 ※英語授課
,,,生技醫藥碩,IBPS528,0,,神經疾病與藥物開發特論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS528&Crsname=神經疾病與藥物開發特論,3,期,選,50,0,4,46,孫羽佑,國IR 5005,,678,,,,,,《講授類》 ※英語授課
異動,更換教師8/5,,生技醫藥碩,IBPS529,1,,藥物開發通論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS529&Crsname=藥物開發通論,2,期,必,50,0,10,40,"孫羽佑,黃建智",國IR 5001,78,,,,,,,《講授類》
,,,生技醫藥碩,IBPS530,0,,腦缺氧專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS530&Crsname=腦缺氧專題研究（一）,3,期,選,50,0,4,46,孫羽佑,國IR 6001,234,,,,,,,《獨立研究》
異動,更換教室9/7,,生技醫藥碩,IBPS532,0,,生技產業實務與應用,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS532&Crsname=生技產業實務與應用,2,期,選,50,0,5,45,黃建智,國IR 5005,,,34,,,,,《講授類》
異動,更換教師8/5,,生技醫藥碩,IBPS601,2,,書報討論（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS601&Crsname=書報討論（三）,1,期,必,50,0,10,40,黃建智,國IR 5005,,,,7,,,,《講授類》
,,,生技醫藥碩,IBPS603,0,,科技論文寫作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IBPS603&Crsname=科技論文寫作,2,期,選,50,0,6,44,余靈珊,國IR 5004,,,34,,,,,《講授類》
,,,精準醫學碩,IPM501,1,,書報討論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM501&Crsname=書報討論（一）,1,期,必,50,0,7,43,"楊佳寧,于松桓",國IR 5004,,,6,,,,,《講授類》
,,,精準醫學碩,IPM505,0,,生醫資訊處理實務,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM505&Crsname=生醫資訊處理實務,3,期,選,50,0,4,46,馮已榕,國IR 5002,,,,234,,,,《講授類》
,,,精準醫學碩,IPM506,0,,進階生物醫學統計學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM506&Crsname=進階生物醫學統計學,3,期,選,50,0,13,37,馮已榕,國IR 5002,,234,,,,,,《講授類》 ※英語授課
,,,精準醫學碩,IPM508,0,,蛋白質分子模擬專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM508&Crsname=蛋白質分子模擬專題研究（一）,3,期,選,50,0,3,47,楊佳寧,國IR 5004,,,,567,,,,《獨立研究》
,,,精準醫學碩,IPM510,0,,藥物化學概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM510&Crsname=藥物化學概論,3,期,選,50,0,2,48,楊佳寧,國IR 5001,,567,,,,,,《講授類》 ※英語授課
,,,精準醫學碩,IPM511,0,,醫療數據分析專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM511&Crsname=醫療數據分析專題研究（一）,3,期,選,50,0,4,46,馮已榕,國IR 4005,9CD,,,,,,,《獨立研究》
異動,更換授課方式9/13,,精準醫學碩,IPM513,1,,創新精準醫學導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM513&Crsname=創新精準醫學導論,3,期,必,50,0,10,40,"楊佳寧,于松桓,馮已榕",國IR 5002,,,234,,,,,《講授類》 ※英語授課
,,,精準醫學碩,IPM516,0,,多體學資料分析專題研究（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM516&Crsname=多體學資料分析專題研究（一）,3,期,選,50,0,5,45,于松桓,國IR 4005,,9CD,,,,,,《獨立研究》
新增,7/4,,精準醫學碩,IPM519,0,,基因體學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM519&Crsname=基因體學,3,期,選,50,0,6,44,于松桓,國IR 5003,234,,,,,,,《講授類》 ※英語授課
,,,精準醫學碩,IPM601,2,,書報討論（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=IPM601&Crsname=書報討論（三）,1,期,必,50,0,7,43,"薛佑玲,馮已榕",國IR 5001,,,6,,,,,《講授類》
異動,更換教室8/10,,半導體封測所,ASPT510,1,,應用力學與材料力學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT510&Crsname=應用力學與材料力學,3,期,選,40,1,38,2,潘正堂,國IR 6002K,,678,,,,,,《講授類》 ※英語授課
,,,半導體封測所,ASPT520,1,,材料科學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT520&Crsname=材料科學,3,期,選,40,1,43,-3,陳英忠,國IR 1001,678,,,,,,,《講授類》
,,,半導體封測所,ASPT530,1,,高分子材料,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT530&Crsname=高分子材料,3,期,選,43,0,41,2,郭紹偉,國IR 4002,,234,,,,,,《講授類》
異動,確認教師8/11,,半導體封測所,ASPT540,1,,半導體工程師必備知識,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT540&Crsname=半導體工程師必備知識,3,期,必,50,0,27,23,黃瑞星,國IR 1001,,,234,,,,,《講授類》 ※英語授課
,,,半導體封測所,ASPT550,1,,半導體製程整合技術,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT550&Crsname=半導體製程整合技術,3,期,必,50,5,54,-4,黃義佑,國IR 1001,,,567,,,,,《講授類》
異動,確認教師8/9,,半導體封測所,ASPT560,1,,微波電路與系統,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT560&Crsname=微波電路與系統,3,期,選,40,2,40,0,吳松茂,國IR 4002,,,,234,,,,《講授類》
異動,確認教師8/11,,半導體封測所,ASPT570,1,,微機電元件與技術專題,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT570&Crsname=微機電元件與技術專題,3,期,選,40,1,31,9,黃瑞星,國IR 4002,,,,678,,,,《講授類》 ※英語授課
,,,半導體封測所,ASPT580,1,,智慧製造與控制實務,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT580&Crsname=智慧製造與控制實務,3,期,選,40,1,31,9,彭昭暐,國IR 6002K,,234,,,,,,《講授類》
異動,更換時間8/10,,半導體封測所,ASPT590,1,,系統層級靜電與電磁干擾,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=ASPT590&Crsname=系統層級靜電與電磁干擾,3,期,選,40,0,33,7,吳松茂,國IR 6002K,678,,,,,,,《講授類》
異動,確認教師8/9,,零組件研究所,PEC610,1,,半導體材料,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC610&Crsname=半導體材料,3,期,選,15,4,16,-1,鍾秀瑩,國IR 6002J,,,,234,,,,《講授類》 ※英語授課
,,,零組件研究所,PEC620,1,,材料科學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC620&Crsname=材料科學,3,期,必,30,1,30,0,陳英忠,國IR 1001,678,,,,,,,《講授類》
,,,零組件研究所,PEC625,1,,電子陶瓷,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC625&Crsname=電子陶瓷,3,期,選,15,2,16,-1,陳英忠,國IR 6002K,,,,234,,,,《講授類》
,,,零組件研究所,PEC630,1,,高分子材料,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC630&Crsname=高分子材料,3,期,選,18,0,18,0,郭紹偉,國IR 4002,,234,,,,,,《講授類》
異動,確認教師8/9,,零組件研究所,PEC635,1,,材料分析,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC635&Crsname=材料分析,3,期,選,15,2,17,-2,李英杰,國IR 6002J,,,,678,,,,《講授類》
異動,確認教師8/11,,零組件研究所,PEC640,1,,半導體工程師必備知識,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC640&Crsname=半導體工程師必備知識,3,期,必,30,1,16,14,黃瑞星,國IR 1001,,,234,,,,,《講授類》 ※英語授課
異動,確認教師8/9,,零組件研究所,PEC645,1,,陶瓷材料與製程,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC645&Crsname=陶瓷材料與製程,3,期,選,15,0,17,-2,李英杰,國IR 6002J,,234,,,,,,《講授類》
異動,確認教師8/9,,零組件研究所,PEC650,1,,能源材料及元件,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC650&Crsname=能源材料及元件,3,期,選,15,4,17,-2,鍾秀瑩,國IR 6002J,234,,,,,,,《講授類》
異動,確認教師8/9,,零組件研究所,PEC655,1,,奈米材料與分析,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC655&Crsname=奈米材料與分析,3,期,選,15,6,18,-3,鍾秀瑩,國IR 6002J,,,567,,,,,《講授類》
,,,零組件研究所,PEC660,1,,被動元件量測與電路設計,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=PEC660&Crsname=被動元件量測與電路設計,3,期,選,15,1,13,2,余祥華,國IR 6002J,,567,,,,,,《講授類》
